monthly_upi_transactions,avg_transaction_amount,bill_payment_timeliness,mobile_recharge_frequency,age,location_type,income,occupation,savings_ratio,spending_ratio,payment_delay_days,loan_repaid,digital_activity_score,financial_discipline_score,is_underbanked
26,50.0,0.676,9,49,rural,37674.44,student,0.173,0.331,16,0,1.3,0.4245,0
22,1687.29,0.91,15,47,rural,78057.73,nurse,0.261,0.655,2,1,37.12038,0.5855,0
19,656.91,0.665,10,46,urban,46010.81,small_business,0.164,0.494,13,1,12.48129,0.41450000000000004,0
24,1758.2,0.97,14,46,urban,40550.79,small_business,0.214,0.847,8,0,42.1968,0.592,0
16,1183.51,0.935,13,47,urban,26638.06,student,0.136,0.635,9,0,18.93616,0.5355000000000001,0
14,861.84,0.776,14,33,urban,20833.56,student,0.168,0.855,15,0,12.065760000000001,0.47200000000000003,0
24,902.38,1.0,2,57,urban,55869.02,farmer,0.091,1.131,0,1,21.65712,0.5455,0
20,1342.42,0.831,15,36,urban,54792.53,student,0.071,0.657,13,1,26.8484,0.45099999999999996,0
17,1613.99,0.88,13,35,urban,70288.42,small_business,0.483,0.709,12,0,27.43783,0.6815,0
17,364.07,0.529,4,18,rural,50620.41,gig_worker,0.248,0.745,1,0,6.18919,0.3885,0
22,550.71,1.0,5,31,urban,34924.15,farmer,0.01,0.629,8,0,12.115620000000002,0.505,0
17,1679.01,0.634,15,19,urban,51198.19,farmer,0.202,0.701,14,0,28.54317,0.41800000000000004,0
31,408.92,0.596,15,45,rural,40554.59,small_business,0.368,0.617,0,1,12.67652,0.482,0
23,861.07,0.932,11,47,urban,57576.93,driver,0.01,0.924,6,1,19.80461,0.47100000000000003,0
28,506.36,0.851,5,55,urban,66017.97,teacher,0.304,0.641,15,0,14.17808,0.5775,0
16,1219.61,0.544,11,21,rural,38965.99,student,0.211,0.455,0,0,19.513759999999998,0.3775,0
18,50.0,0.666,13,18,rural,73631.57,gig_worker,0.01,0.471,9,0,0.9,0.338,0
15,1217.33,0.747,7,25,rural,63390.25,driver,0.124,0.529,9,1,18.259949999999996,0.4355,0
18,1430.18,0.686,10,46,urban,42318.32,small_business,0.187,0.599,9,0,25.74324,0.4365,0
14,1178.73,0.855,8,56,urban,54073.38,student,0.027,0.838,0,0,16.50222,0.441,0
22,434.28,0.988,13,20,urban,47498.94,small_business,0.105,0.826,7,1,9.55416,0.5465,0
15,50.0,1.0,9,49,urban,42395.89,student,0.254,0.841,8,0,0.75,0.627,0
15,511.26,0.544,5,27,rural,76436.61,student,0.255,0.683,6,0,7.6689,0.3995,0
25,1175.89,0.808,2,27,rural,51316.88,driver,0.285,0.859,13,0,29.397250000000003,0.5465,0
22,837.72,0.835,2,36,urban,26862.57,small_business,0.119,0.636,7,0,18.42984,0.477,0
16,1289.4,0.833,5,51,rural,23496.55,gig_worker,0.382,0.35,9,0,20.6304,0.6074999999999999,0
20,739.39,0.856,15,50,urban,24232.26,artisan,0.198,0.851,0,0,14.787799999999999,0.527,0
17,714.08,0.835,5,40,rural,50811.08,student,0.154,0.557,1,1,12.13936,0.4945,0
25,1650.09,1.0,5,45,urban,35852.75,farmer,0.184,0.641,3,1,41.25225,0.592,0
21,504.76,0.89,14,49,urban,47999.29,nurse,0.272,0.615,3,1,10.59996,0.581,0
19,1173.28,0.548,6,24,urban,58855.13,small_business,0.263,0.774,8,1,22.29232,0.4055,0
26,1242.05,0.583,12,46,rural,78516.84,small_business,0.15,0.709,1,1,32.2933,0.3665,0
23,2035.69,0.983,15,25,rural,36267.48,driver,0.36,0.639,0,0,46.82087,0.6715,0
19,1677.85,0.909,8,18,urban,16646.09,student,0.187,0.968,8,0,31.87915,0.548,0
15,1124.51,0.77,11,20,urban,74263.24,farmer,0.321,0.664,7,0,16.86765,0.5455,0
15,1204.87,0.905,5,41,urban,15772.19,driver,0.424,0.637,10,0,18.07305,0.6645,0
17,1480.94,0.93,13,40,urban,15064.28,artisan,0.143,0.825,23,0,25.17598,0.5365,0
16,529.2,1.0,3,25,rural,73796.1,student,0.161,0.89,0,1,8.4672,0.5805,0
19,1730.72,0.778,9,54,urban,61192.17,gig_worker,0.051,0.84,8,0,32.88368,0.41450000000000004,0
31,834.4,0.963,4,20,urban,50727.13,driver,0.078,0.572,7,1,25.8664,0.5205,0
12,1190.87,0.797,12,50,rural,41101.42,small_business,0.32,0.746,8,0,14.290439999999998,0.5585,0
17,1030.74,0.555,8,45,urban,37694.33,student,0.318,0.695,22,0,17.52258,0.4365,0
12,471.49,0.89,9,25,rural,30285.13,farmer,0.01,0.645,0,0,5.6578800000000005,0.45,0
40,659.51,1.0,11,51,rural,36905.22,gig_worker,0.065,0.512,5,0,26.3804,0.5325,0
16,451.31,0.96,7,52,urban,41146.52,small_business,0.426,0.72,7,1,7.22096,0.693,0
24,959.64,1.0,3,49,rural,17259.9,gig_worker,0.092,0.876,11,1,23.03136,0.546,0
26,84.06,0.852,10,41,rural,27235.89,small_business,0.18,0.973,12,0,2.1855599999999997,0.516,0
31,355.52,0.668,11,31,urban,6000.0,small_business,0.225,0.888,0,1,11.02112,0.4465,0
19,628.31,0.855,6,49,urban,43402.69,small_business,0.243,0.599,6,1,11.93789,0.5489999999999999,0
23,771.13,0.753,7,60,urban,43405.82,student,0.01,0.512,1,0,17.73599,0.3815,0
18,1577.92,0.879,12,33,rural,74013.28,nurse,0.243,0.411,10,0,28.40256,0.5609999999999999,0
12,1347.48,0.831,7,21,rural,48759.99,teacher,0.01,0.87,9,0,16.16976,0.4205,0
16,791.35,1.0,14,54,rural,41564.79,farmer,0.121,0.828,3,0,12.6616,0.5605,0
21,1757.2,0.571,8,38,rural,38393.61,artisan,0.165,0.58,20,0,36.9012,0.368,0
16,1017.8,0.399,10,31,rural,50762.8,nurse,0.01,0.544,5,0,16.2848,0.20450000000000002,0
20,1187.06,0.834,5,48,rural,46097.03,teacher,0.318,0.908,5,1,23.741199999999996,0.576,0
24,50.0,0.756,5,35,urban,52409.15,gig_worker,0.082,0.855,1,1,1.2,0.419,0
18,379.13,0.727,13,24,urban,48786.81,teacher,0.47,0.913,0,1,6.82434,0.5985,0
22,1373.82,0.693,2,27,urban,37452.4,student,0.281,0.781,8,0,30.22404,0.487,0
20,1177.38,0.814,12,24,rural,32355.72,student,0.182,0.796,1,0,23.547600000000003,0.498,0
23,1747.61,0.894,11,50,urban,31387.88,student,0.329,0.309,9,1,40.195029999999996,0.6115,0
13,1708.75,0.919,2,40,urban,25345.12,teacher,0.01,0.613,28,0,22.21375,0.4645,0
21,584.65,0.307,15,38,urban,22521.85,nurse,0.246,1.044,9,1,12.27765,0.27649999999999997,0
21,1425.56,0.801,4,36,urban,75092.35,farmer,0.03,0.578,9,1,29.93676,0.41550000000000004,0
25,358.71,0.499,7,36,rural,44244.78,driver,0.341,0.719,14,1,8.96775,0.42000000000000004,0
19,55.98,0.98,8,53,urban,39204.57,teacher,0.151,0.96,17,0,1.0636199999999998,0.5655,0
19,1009.54,0.932,3,46,rural,33074.08,student,0.01,0.837,9,1,19.181259999999998,0.47100000000000003,0
27,1232.69,0.628,1,35,urban,49719.82,driver,0.013,0.506,9,1,33.282630000000005,0.3205,0
18,1017.37,0.836,4,19,rural,63665.95,driver,0.219,0.469,4,1,18.31266,0.5275,0
17,1328.08,0.459,6,18,urban,55018.76,small_business,0.27,0.97,11,0,22.577360000000002,0.36450000000000005,0
28,559.19,0.899,6,22,urban,58588.6,driver,0.01,0.813,12,0,15.657320000000002,0.4545,0
18,1359.41,0.901,9,37,rural,31442.48,gig_worker,0.01,0.744,8,0,24.46938,0.4555,0
13,590.05,0.956,15,28,urban,41925.67,gig_worker,0.154,0.77,0,0,7.670649999999999,0.5549999999999999,0
10,2044.41,0.932,13,59,urban,31679.19,small_business,0.459,0.613,9,1,20.444100000000002,0.6955,0
21,1278.03,0.723,7,19,urban,43926.57,farmer,0.138,0.52,13,1,26.838630000000002,0.4305,0
22,1638.67,0.635,13,20,urban,64906.64,artisan,0.252,0.759,1,1,36.050740000000005,0.4435,0
22,227.77,0.695,12,40,urban,49909.27,farmer,0.01,0.572,9,1,5.010940000000001,0.3525,0
17,639.65,0.797,14,29,urban,71280.86,gig_worker,0.624,0.574,13,0,10.874049999999999,0.7105,0
23,807.14,0.593,9,37,rural,36806.58,artisan,0.053,0.614,10,0,18.564220000000002,0.323,0
20,269.17,0.758,10,22,rural,27474.7,small_business,0.233,0.821,20,0,5.383400000000001,0.4955,0
13,1657.31,0.758,11,54,urban,51218.31,farmer,0.01,0.554,3,0,21.54503,0.384,0
25,878.37,1.0,5,55,rural,44139.45,artisan,0.28,0.538,0,1,21.95925,0.64,0
22,95.21,0.905,5,47,urban,47808.64,artisan,0.129,0.509,1,1,2.09462,0.517,0
26,601.66,0.691,5,26,rural,45117.96,teacher,0.254,0.652,3,1,15.64316,0.4725,0
25,288.35,0.873,5,51,rural,33280.18,farmer,0.174,0.862,3,0,7.208750000000001,0.5235,0
19,1222.59,0.896,14,52,rural,45523.25,small_business,0.29,0.654,13,0,23.22921,0.593,0
15,1153.51,0.508,4,39,urban,59520.67,artisan,0.375,0.68,0,0,17.30265,0.4415,0
30,1173.8,1.0,6,41,urban,61369.94,gig_worker,0.01,0.714,2,1,35.214,0.505,0
23,1340.33,0.787,12,34,urban,33188.7,student,0.468,0.621,14,1,30.827589999999997,0.6275000000000001,0
11,1948.6,0.658,1,27,urban,46158.11,teacher,0.111,0.516,6,0,21.4346,0.3845,0
25,1757.27,0.824,2,47,urban,68588.0,driver,0.286,0.602,0,0,43.93175,0.5549999999999999,0
29,626.05,0.655,9,40,urban,33577.97,driver,0.085,0.578,4,1,18.15545,0.37,0
17,1914.71,0.503,6,49,urban,30309.96,driver,0.237,0.664,17,0,32.55007,0.37,0
29,749.86,0.921,6,34,urban,56299.25,gig_worker,0.162,0.599,6,0,21.745939999999997,0.5415,0
15,902.46,0.828,10,34,rural,53141.27,student,0.516,0.721,10,0,13.536900000000001,0.6719999999999999,0
19,885.57,0.867,4,31,rural,26934.43,artisan,0.102,0.66,6,0,16.825830000000003,0.4845,0
31,1182.35,0.516,5,26,rural,16809.71,small_business,0.459,0.568,19,1,36.65285,0.48750000000000004,0
24,50.0,0.902,9,57,urban,45808.01,driver,0.067,0.942,5,0,1.2,0.48450000000000004,0
17,862.45,0.779,2,19,rural,34465.25,farmer,0.459,0.766,4,0,14.661650000000002,0.619,0
11,997.68,0.594,3,42,rural,11686.63,driver,0.366,0.643,13,0,10.97448,0.48,0
24,50.0,0.656,10,56,urban,29630.35,artisan,0.163,0.583,12,0,1.2,0.40950000000000003,0
18,50.0,1.0,8,26,urban,52846.98,nurse,0.193,0.845,6,0,0.9,0.5965,0
30,437.14,0.741,9,39,rural,39274.61,gig_worker,0.243,0.524,9,0,13.114199999999999,0.492,0
22,479.73,1.0,15,60,urban,70189.87,nurse,0.22,0.933,12,1,10.554060000000002,0.61,0
29,871.45,0.647,12,21,urban,6000.0,driver,0.28,0.422,4,0,25.272050000000004,0.4635,0
31,783.46,0.717,5,43,urban,66083.86,student,0.237,1.178,13,1,24.287260000000003,0.477,0
12,1437.01,0.745,3,46,urban,35809.74,artisan,0.069,0.604,8,1,17.24412,0.40700000000000003,0
21,660.02,0.959,15,51,rural,33208.42,driver,0.14,0.446,10,1,13.86042,0.5495,0
18,669.34,0.865,1,40,rural,14078.51,nurse,0.262,0.56,4,0,12.04812,0.5635,0
28,1351.95,0.85,12,54,urban,50371.47,artisan,0.058,0.624,7,1,37.8546,0.454,0
20,50.0,1.0,2,28,urban,9118.28,gig_worker,0.14,0.579,1,0,1.0,0.5700000000000001,0
10,1736.8,0.929,4,23,rural,56722.27,gig_worker,0.299,0.744,4,0,17.368,0.614,0
17,88.74,0.575,4,35,rural,14759.45,driver,0.256,0.731,15,0,1.50858,0.4155,0
14,1360.43,0.992,5,38,urban,17597.29,gig_worker,0.176,1.25,0,0,19.046020000000002,0.584,0
26,1272.08,0.627,9,59,rural,20558.14,teacher,0.372,0.696,3,0,33.07408,0.4995,0
36,1632.62,0.997,14,53,urban,29112.9,artisan,0.365,0.441,2,1,58.774319999999996,0.681,0
19,492.8,0.899,12,58,urban,58957.37,student,0.131,0.649,10,0,9.3632,0.515,0
20,871.04,0.922,2,55,rural,69071.22,artisan,0.319,0.705,17,0,17.4208,0.6205,0
15,274.17,0.741,15,51,urban,30973.32,gig_worker,0.085,0.588,6,1,4.112550000000001,0.413,0
17,819.35,0.625,15,34,rural,41161.86,artisan,0.259,0.796,0,0,13.92895,0.442,0
33,798.8,0.793,2,54,rural,50818.51,nurse,0.257,0.818,12,1,26.3604,0.525,0
13,1626.81,0.873,5,42,rural,36072.38,small_business,0.22,0.566,7,1,21.148529999999997,0.5465,0
30,1118.78,0.923,12,55,urban,50113.64,nurse,0.18,0.617,11,1,33.5634,0.5515,0
19,833.05,0.727,2,29,urban,41926.57,farmer,0.228,0.337,12,0,15.82795,0.4775,0
14,826.58,0.699,14,40,urban,37437.72,teacher,0.218,0.523,3,1,11.57212,0.45849999999999996,0
17,620.43,0.763,10,59,urban,16443.32,small_business,0.01,0.632,0,0,10.54731,0.3865,0
15,730.46,0.964,5,39,rural,44682.78,driver,0.427,0.705,0,0,10.956900000000001,0.6955,0
28,891.07,0.495,12,38,rural,59250.76,artisan,0.314,0.656,20,1,24.949960000000004,0.40449999999999997,0
15,1819.45,0.77,5,44,rural,27991.0,student,0.151,0.528,4,0,27.29175,0.4605,0
26,1050.9,0.695,7,48,rural,6571.13,farmer,0.362,0.879,4,0,27.323400000000003,0.5285,0
15,332.33,0.909,4,23,rural,36248.09,farmer,0.142,0.861,11,0,4.9849499999999995,0.5255,0
17,2154.02,1.0,2,44,urban,69175.87,student,0.01,0.879,7,0,36.618339999999996,0.505,0
18,1367.24,0.527,8,57,urban,63815.1,teacher,0.27,0.959,0,1,24.610319999999998,0.3985,0
22,1335.99,0.877,14,51,rural,31551.68,small_business,0.01,0.503,0,0,29.391779999999997,0.4435,0
16,742.0,0.979,1,29,urban,50199.27,farmer,0.019,0.757,9,0,11.872,0.499,0
15,1248.76,0.643,10,24,urban,53043.83,student,0.057,0.844,1,0,18.7314,0.35000000000000003,0
21,1002.15,0.994,1,27,urban,68826.09,small_business,0.234,1.089,18,0,21.04515,0.614,0
19,170.36,0.641,12,34,rural,14089.52,small_business,0.245,0.949,0,0,3.23684,0.443,0
30,1076.82,0.927,12,43,urban,22761.09,gig_worker,0.378,0.634,0,1,32.3046,0.6525000000000001,0
18,222.53,1.0,11,38,rural,6000.0,farmer,0.035,0.394,0,0,4.00554,0.5175,0
21,999.02,0.684,12,45,rural,29788.63,small_business,0.11,0.462,11,0,20.979419999999998,0.397,0
16,1045.66,0.772,7,19,urban,61193.5,teacher,0.412,0.801,0,1,16.73056,0.592,0
16,393.84,1.0,4,60,urban,31925.06,farmer,0.298,0.691,18,0,6.3014399999999995,0.649,0
15,908.78,0.394,3,18,urban,18452.6,teacher,0.266,0.554,16,0,13.631699999999999,0.33,0
24,1147.23,0.908,1,53,rural,46079.46,teacher,0.214,0.322,14,1,27.53352,0.561,0
16,593.72,1.0,12,43,rural,46542.64,small_business,0.28,0.839,0,1,9.49952,0.64,0
18,1078.58,0.283,13,46,rural,23693.11,small_business,0.224,0.472,9,0,19.41444,0.2535,0
28,1486.15,1.0,8,38,rural,32891.17,gig_worker,0.235,0.935,0,0,41.6122,0.6174999999999999,0
17,1271.08,0.968,8,28,urban,44710.38,student,0.289,0.5,17,0,21.60836,0.6285,0
26,695.05,0.81,12,57,urban,55427.76,artisan,0.083,0.6,10,1,18.0713,0.4465,0
12,1576.59,0.894,4,28,rural,30320.3,gig_worker,0.248,0.56,11,1,18.919079999999997,0.571,0
17,1226.45,0.864,2,53,urban,27726.43,farmer,0.01,0.794,4,1,20.84965,0.437,0
19,765.45,0.722,4,56,urban,76425.98,gig_worker,0.221,0.559,8,0,14.543550000000002,0.4715,0
22,541.6,1.0,7,57,urban,37067.53,driver,0.145,0.642,8,1,11.9152,0.5725,0
33,1159.36,0.819,4,52,urban,46489.82,student,0.342,0.617,9,1,38.25888,0.5805,0
13,1392.68,0.891,13,51,urban,53670.57,farmer,0.01,0.522,12,0,18.10484,0.4505,0
21,1417.04,0.647,11,41,urban,9836.05,student,0.249,0.683,0,0,29.75784,0.448,0
18,1158.15,0.4,11,39,urban,41666.51,teacher,0.313,0.728,9,0,20.846700000000002,0.35650000000000004,0
33,679.52,0.608,3,22,urban,12377.11,gig_worker,0.332,0.807,17,0,22.42416,0.47,0
19,1134.06,1.0,10,50,rural,39646.01,gig_worker,0.122,0.79,4,1,21.54714,0.5609999999999999,0
12,419.58,0.936,12,53,rural,66716.23,artisan,0.167,0.809,17,0,5.03496,0.5515,0
22,995.01,0.742,1,37,urban,24027.57,gig_worker,0.282,0.361,0,1,21.890220000000003,0.512,0
26,1749.15,0.923,9,36,rural,12004.45,small_business,0.047,0.676,20,0,45.4779,0.48500000000000004,0
24,346.27,0.896,5,52,urban,75978.34,teacher,0.153,0.519,0,1,8.31048,0.5245,0
11,573.26,0.496,2,60,urban,21352.97,gig_worker,0.089,0.682,8,0,6.30586,0.2925,0
15,1323.38,0.973,6,34,rural,15025.58,nurse,0.01,0.705,10,1,19.8507,0.4915,0
21,411.81,0.477,2,60,rural,71142.57,nurse,0.44,0.717,8,1,8.648010000000001,0.4585,0
21,1617.36,0.707,12,51,rural,20643.54,student,0.224,0.391,2,1,33.96456,0.46549999999999997,0
23,1338.06,0.644,6,26,urban,71608.46,teacher,0.063,1.111,15,0,30.77538,0.35350000000000004,0
12,1358.92,0.856,9,43,urban,46933.63,gig_worker,0.01,1.094,1,0,16.30704,0.433,0
22,1418.93,0.858,2,19,rural,65111.23,artisan,0.268,0.568,26,0,31.21646,0.563,0
25,203.79,0.279,13,26,urban,45349.19,driver,0.01,0.48,1,0,5.09475,0.14450000000000002,0
15,309.18,1.0,15,26,urban,61434.64,artisan,0.12,1.192,15,0,4.6377,0.56,0
20,1510.05,0.831,1,57,rural,25467.92,driver,0.213,0.879,0,0,30.201,0.522,0
19,696.54,0.993,7,34,rural,30955.15,farmer,0.034,0.815,2,0,13.234259999999999,0.5135,0
16,813.86,0.826,8,18,rural,6000.0,farmer,0.468,0.46,0,0,13.02176,0.647,0
31,1203.95,0.852,2,42,urban,59492.07,artisan,0.066,0.97,16,0,37.32245,0.45899999999999996,0
16,925.65,0.562,4,60,rural,49552.25,gig_worker,0.034,0.524,12,0,14.8104,0.29800000000000004,0
20,1390.34,0.68,8,57,urban,23868.16,student,0.254,0.647,0,0,27.8068,0.467,0
25,1139.25,0.781,12,59,urban,10519.76,artisan,0.167,0.928,0,0,28.48125,0.47400000000000003,0
25,751.12,0.945,15,42,rural,47072.64,farmer,0.51,0.606,0,1,18.778,0.7275,0
13,802.53,0.739,14,56,urban,72167.18,small_business,0.431,0.722,5,0,10.432889999999999,0.585,0
28,979.17,0.691,4,52,urban,39516.7,driver,0.445,0.891,5,0,27.41676,0.568,0
17,1044.98,0.657,12,20,rural,30147.97,teacher,0.302,0.462,15,1,17.76466,0.47950000000000004,0
17,1252.37,0.885,9,54,urban,25132.66,student,0.321,0.889,7,0,21.29029,0.603,0
17,932.78,0.804,1,47,urban,64488.28,artisan,0.164,0.969,20,0,15.85726,0.48400000000000004,0
16,807.71,0.661,10,55,urban,27973.54,gig_worker,0.321,0.668,0,1,12.92336,0.491,0
27,759.97,0.785,13,51,urban,35318.78,gig_worker,0.121,0.902,5,0,20.519190000000002,0.453,0
20,633.94,0.684,7,29,urban,60751.23,student,0.2,0.54,3,1,12.6788,0.44200000000000006,0
18,1652.41,0.644,3,36,rural,53474.67,nurse,0.012,0.403,3,0,29.743380000000002,0.328,0
22,413.39,0.532,11,54,rural,36007.63,driver,0.154,0.323,13,0,9.09458,0.343,0
20,219.77,0.575,12,34,urban,29418.42,student,0.304,0.772,12,1,4.3954,0.4395,0
15,1295.7,0.811,10,27,rural,68380.41,student,0.384,0.762,0,1,19.4355,0.5975,0
21,1090.7,0.455,11,29,urban,21905.35,driver,0.288,0.575,7,0,22.904700000000002,0.3715,0
15,1882.2,0.668,11,33,urban,38214.87,driver,0.426,0.891,9,0,28.233,0.547,0
25,808.29,0.936,3,41,rural,14894.22,artisan,0.01,0.564,17,0,20.20725,0.47300000000000003,0
25,835.51,0.997,11,36,urban,63399.61,farmer,0.299,0.456,19,0,20.88775,0.648,0
10,438.17,0.887,7,25,rural,33452.05,small_business,0.088,0.509,11,1,4.3816999999999995,0.4875,0
29,900.37,0.967,15,48,urban,29406.74,artisan,0.283,0.934,9,1,26.11073,0.625,0
24,50.0,0.824,6,38,rural,53909.92,student,0.098,0.831,11,0,1.2,0.46099999999999997,0
22,50.0,0.631,3,34,urban,16340.72,teacher,0.135,0.65,0,0,1.1,0.383,0
10,578.3,0.943,14,40,urban,53436.86,farmer,0.348,0.631,4,1,5.783,0.6455,0
15,883.16,0.908,14,54,urban,35510.23,artisan,0.257,0.578,1,1,13.247399999999999,0.5825,0
24,556.52,0.723,2,33,rural,20304.61,small_business,0.095,0.242,15,0,13.35648,0.409,0
16,560.75,0.708,11,23,urban,24175.27,student,0.01,0.392,5,1,8.972,0.359,0
21,95.85,0.812,11,25,rural,29684.4,student,0.088,0.655,6,0,2.01285,0.45,0
26,1165.78,1.0,6,42,urban,34007.21,driver,0.209,0.786,9,0,30.31028,0.6045,0
18,493.67,0.752,10,35,urban,20426.53,small_business,0.038,0.621,11,1,8.886059999999999,0.395,0
24,1679.77,0.273,7,42,urban,47301.29,farmer,0.257,0.401,20,0,40.314479999999996,0.265,0
25,815.38,0.898,9,29,rural,19955.0,artisan,0.055,0.973,8,1,20.3845,0.47650000000000003,0
25,324.28,0.62,9,32,rural,6000.0,student,0.191,0.433,7,0,8.107,0.40549999999999997,0
23,50.0,0.9,9,43,urban,76553.15,driver,0.269,0.683,16,1,1.15,0.5845,0
20,235.93,0.893,11,58,rural,45562.7,artisan,0.147,0.709,7,0,4.7186,0.52,0
23,818.3,1.0,10,43,urban,78170.85,farmer,0.379,1.102,1,1,18.820899999999998,0.6895,0
26,50.0,0.802,1,49,rural,23214.13,teacher,0.275,0.51,0,0,1.3,0.5385,0
19,453.73,0.909,4,27,rural,50636.3,driver,0.081,0.688,10,1,8.62087,0.495,0
10,583.94,0.844,4,33,urban,58102.96,small_business,0.05,0.712,7,1,5.8394,0.447,0
20,479.9,0.978,10,24,urban,38591.77,farmer,0.453,0.475,19,1,9.598,0.7155,0
20,557.75,0.181,8,34,rural,15999.9,student,0.385,0.734,6,0,11.155,0.28300000000000003,0
17,617.31,0.698,3,40,rural,37239.34,nurse,0.167,0.601,0,0,10.494269999999998,0.4325,0
23,457.43,0.776,14,43,rural,53275.14,small_business,0.263,0.624,13,1,10.52089,0.5195000000000001,0
25,1584.97,0.828,1,38,urban,52587.97,student,0.177,0.55,8,0,39.62425,0.5025,0
22,541.63,0.601,3,39,urban,41970.68,small_business,0.318,0.892,13,0,11.91586,0.4595,0
20,50.0,0.873,6,24,urban,58151.18,driver,0.245,0.657,9,1,1.0,0.5589999999999999,0
13,50.0,0.979,7,31,rural,57301.55,artisan,0.01,0.536,9,0,0.65,0.4945,0
19,1150.96,0.695,9,32,rural,32573.98,gig_worker,0.391,0.29,9,1,21.86824,0.5429999999999999,0
17,1075.22,0.645,5,24,urban,14632.45,small_business,0.423,1.019,3,0,18.278740000000003,0.534,0
16,587.43,0.891,5,26,urban,45427.81,farmer,0.149,0.694,8,1,9.398879999999998,0.52,0
24,144.34,0.849,3,25,urban,28560.52,nurse,0.267,0.912,8,1,3.4641599999999997,0.558,0
20,1205.74,0.862,12,40,urban,44587.47,teacher,0.383,0.903,19,1,24.1148,0.6225,0
19,56.45,0.559,3,46,urban,66219.54,nurse,0.73,0.747,8,1,1.07255,0.6445000000000001,0
18,1036.81,1.0,9,35,urban,49874.86,farmer,0.299,0.844,6,0,18.66258,0.6495,0
16,635.43,0.376,3,48,urban,65332.6,driver,0.272,0.908,15,0,10.166879999999999,0.324,0
16,1099.81,0.976,3,47,urban,23793.36,farmer,0.349,0.493,1,1,17.59696,0.6625,0
19,596.74,0.691,9,56,urban,61574.2,gig_worker,0.364,0.841,11,1,11.338059999999999,0.5275,0
16,1580.14,1.0,4,52,urban,41564.79,gig_worker,0.3,0.731,0,1,25.28224,0.65,0
22,50.0,0.899,13,35,urban,43157.8,gig_worker,0.027,0.52,0,1,1.1,0.463,0
32,1137.65,1.0,6,59,urban,83796.96,small_business,0.247,0.835,15,1,36.4048,0.6234999999999999,0
25,676.94,0.91,1,56,urban,26566.24,driver,0.264,0.507,5,1,16.9235,0.587,0
16,498.07,0.38,11,34,urban,30500.99,artisan,0.01,0.779,0,0,7.96912,0.195,0
25,1477.59,0.84,2,31,urban,53698.84,gig_worker,0.315,0.731,2,1,36.93975,0.5775,0
21,341.2,0.885,11,48,rural,42980.38,artisan,0.051,0.563,6,1,7.1652,0.468,0
26,967.07,0.905,14,41,rural,28627.67,teacher,0.418,1.019,24,0,25.143819999999998,0.6615,0
9,911.02,1.0,3,52,rural,53143.87,teacher,0.1,0.836,0,0,8.19918,0.55,0
12,234.83,0.861,2,51,urban,48399.75,artisan,0.362,0.535,14,0,2.8179600000000002,0.6114999999999999,0
23,1262.78,0.965,14,20,rural,31447.02,student,0.117,0.906,4,0,29.04394,0.541,0
15,1860.52,0.683,11,54,rural,45402.93,farmer,0.409,0.617,7,0,27.907799999999998,0.546,0
22,1659.85,0.502,10,60,urban,55662.46,gig_worker,0.428,0.607,2,1,36.5167,0.46499999999999997,0
20,1048.57,0.654,15,57,urban,31047.74,small_business,0.305,0.852,15,0,20.9714,0.47950000000000004,0
16,736.0,0.686,3,43,rural,51305.92,student,0.126,0.798,9,0,11.776,0.406,0
21,1258.14,0.654,12,40,urban,26393.22,teacher,0.283,0.635,1,0,26.42094,0.4685,0
24,1334.02,0.6,14,56,urban,29871.16,nurse,0.111,0.963,14,1,32.01648,0.3555,0
20,895.48,0.648,5,32,rural,62008.57,driver,0.049,0.539,18,1,17.909599999999998,0.34850000000000003,0
19,50.0,0.741,12,21,rural,53047.43,nurse,0.143,0.936,16,0,0.95,0.442,0
27,71.85,0.636,1,46,urban,8036.92,artisan,0.212,0.545,24,0,1.9399499999999998,0.424,0
40,1079.83,1.0,1,39,urban,35263.96,student,0.125,0.746,15,1,43.1932,0.5625,0
15,1012.35,0.568,11,42,urban,50814.54,teacher,0.18,0.616,8,0,15.18525,0.374,0
17,619.03,0.899,7,30,rural,44499.58,teacher,0.136,0.824,3,0,10.52351,0.5175000000000001,0
23,987.28,0.723,9,35,urban,53127.68,farmer,0.222,0.314,14,0,22.70744,0.4725,0
28,117.81,0.917,15,50,urban,44087.67,farmer,0.186,0.492,3,0,3.2986800000000005,0.5515,0
32,760.45,0.776,9,33,rural,39613.24,gig_worker,0.01,0.784,16,1,24.334400000000002,0.393,0
20,682.01,0.973,7,59,urban,39063.08,artisan,0.214,0.839,6,1,13.6402,0.5935,0
20,50.0,0.748,11,19,rural,61641.23,driver,0.1,0.566,10,0,1.0,0.424,0
32,893.64,0.836,11,52,urban,54508.91,gig_worker,0.084,0.874,0,1,28.59648,0.45999999999999996,0
20,87.27,0.423,13,59,urban,49285.39,student,0.083,0.555,6,0,1.7453999999999998,0.253,0
34,1287.93,0.573,2,51,rural,43599.0,farmer,0.246,0.774,1,0,43.78962,0.4095,0
23,1017.36,0.54,11,47,urban,32121.26,small_business,0.28,0.655,19,0,23.399279999999997,0.41000000000000003,0
13,515.9,1.0,7,30,urban,36478.43,driver,0.239,0.41,6,1,6.7067,0.6194999999999999,0
25,341.12,0.988,13,30,urban,61164.08,small_business,0.329,0.997,7,1,8.528,0.6585,0
